sample_id,language,text,sentiment,code_switched_english,english_token_count,word_count,source
setswana_052,Setswana,mme kana gotswa kgakala gore those who were not on grants should pay back actually some prople have already paid back their loans,negative,True,8,23,Twitter
setswana_053,Setswana,pitso mosimane has revealed he currently has two offers to return to coaching one with a club and another with a national team,neutral,True,6,23,Twitter
setswana_054,Setswana,ka nnete i look forward to all our lives being better i have hope dilo ditlo siama,positive,True,6,17,Twitter
setswana_055,Setswana,where can i get the full judgement ntate,neutral,True,4,8,Twitter
setswana_056,Setswana,pretoria - kgosi muru street heavy traffic leaving the central area towards 14,neutral,True,1,11,Twitter
setswana_057,Setswana,no im not calling yall anything i hope u arent offended my king ke araba mofolo wa nthumula,positive,True,4,18,Twitter
setswana_058,Setswana,you ll here excuses like we are still building from kaizer chiefs bese15 games with 4 wins bazothi zwane must go,positive,True,6,20,Twitter
setswana_059,Setswana,yoh yoh yoh modimo a nthuse,negative,True,1,6,Twitter
setswana_060,Setswana,ke batla ale six kamoso phakela bubbles please,positive,True,1,8,Twitter
setswana_061,Setswana,will cal you next week tuesday simolola fasting ntwana,neutral,True,2,9,Twitter
setswana_062,Setswana,okay jaanong ha ke utlwe sepe kana ke dipatje x,positive,True,1,10,Twitter
setswana_063,Setswana,these things hao bona dilo tsa basadi di sanke ke tsamaya sentle yaana,positive,True,1,13,Twitter
setswana_064,Setswana,i m so lost about the bomra kgang,negative,True,3,8,Twitter
setswana_065,Setswana,wa lwala nna i m not leaving my house today,negative,True,4,10,Twitter
setswana_066,Setswana,lol lena mara la lwala ai,positive,True,1,6,Twitter
setswana_067,Setswana,iyooo my thing is running away you mean o tshela coke 500ml o be o kenya black halls ka mogare ga putsutsu,positive,True,4,22,Twitter
setswana_068,Setswana,nnyaa a re tsweng mo go yone go hitile,neutral,True,1,9,Twitter
setswana_069,Setswana,molaya-kgosi o a mo itaela,positive,True,1,6,Twitter
setswana_070,Setswana,ah ha o gateletse ngwana bokuku kore you look beautiful and ao kgosi ya mosadi,negative,True,2,15,Twitter
setswana_071,Setswana,kamoso i m telling my crush i love him a bo reya ko ga molaodi,negative,True,5,15,Twitter
setswana_072,Setswana,may many follow o bolela thata,negative,True,1,6,Twitter
setswana_073,Setswana,mommy daddy all of mom s sibling s that are nomore bese my virginity,neutral,True,3,14,Twitter
setswana_074,Setswana,wanting tamsyn to win is coonery of the highest order weee abantwana baka rama,negative,True,2,14,Twitter
setswana_075,Setswana,nothing more nothing less kana ne ke rata go rialo o tlaa tshega gore,negative,True,2,14,Twitter
setswana_076,Setswana,you use them ko ntlung eseng ko mmerekong,neutral,True,2,8,Twitter
setswana_077,Setswana,rragwe faith sounds like a conman bathong,positive,True,2,7,Twitter
setswana_078,Setswana,ntate teboho moloi s songs makes you feel like everything is gonna be okay,positive,True,6,14,Twitter
setswana_079,Setswana,happiest of bdays ntate blessings and cheers to the years,positive,True,2,10,Twitter
setswana_080,Setswana,sazodlala indiya nje mina goolam mina tshela those days are gone mnqundu,neutral,True,2,12,Twitter
setswana_081,Setswana,kgosi said wine is going to be my downfall and he isn t lying i feel so sick,negative,True,8,18,Twitter
setswana_082,Setswana,yannong why o rasa sa goa ma 210 a mo gae a tshwere mama sentle,negative,True,3,14,Twitter
setswana_083,Setswana,basadi ba tshega under this tweet you are not nice people,positive,True,4,11,Twitter
setswana_084,Setswana,eish o tlo mpoledisa thata,negative,True,1,5,Twitter
setswana_085,Setswana,ohh sook o raaa gore ha phefo tsa august did ka tseisetsa mongwe sedidi teng o tla bo a siame hela,positive,True,2,21,Twitter
setswana_086,Setswana,ao phaahle araba bare yes no,negative,True,2,6,Twitter
setswana_087,Setswana,yoh i couldn t even finish reading the list without feeling ashamed yesses kante rona reetsa eng ka matsoho arona,negative,True,3,20,Twitter
setswana_088,Setswana,he crossed my mind maloba ka re sale a tsamaya,positive,True,3,10,Twitter
setswana_089,Setswana,team ashi e mpolaya blind reetsang le happy ka this decision bo ntate,positive,True,2,13,Twitter
setswana_090,Setswana,kante laa theogela gase gore rotlhe hela as a country re tswetse re tla bula ka di 30 august,positive,True,1,18,Twitter
setswana_091,Setswana,people are following others just to talk kak at every corner september e fitlhile ditlhare di ya tlhoga,negative,True,2,18,Twitter
setswana_092,Setswana,guys please help me maybe ake sho gore ke wela kae brother i m deactivating my account ke utlwile ka twitter,negative,True,6,21,Twitter
setswana_093,Setswana,very beautiful tlaya you will get a discount if you buy two,positive,True,6,12,Twitter
setswana_094,Setswana,shelly are primi wednesday kamoso mme di class tsame di tsena maitseboa,neutral,True,1,12,Twitter
setswana_095,Setswana,teko modise says pitso mosimane used to say if you don t wanna play it s ok cause we still gonna win without you,positive,True,7,24,Twitter
setswana_096,Setswana,nnyaa mahoko a wetse rra,positive,True,1,5,Twitter
setswana_097,Setswana,o tshwanetse a kwenye a hot egg gore a fihle ko1st pati gape it s hard for them to mingle while hiding,negative,True,6,23,Twitter
setswana_098,Setswana,thuma mina he said useless lachap yempumlo,negative,True,1,7,Twitter
setswana_099,Setswana,3 points in the bag bopha bhakabhaka,neutral,True,1,6,Twitter
setswana_100,Setswana,ma 74 a dira tiro e ntle thata,positive,True,1,7,Twitter
setswana_101,Setswana,i have been the magistrate sent me for a week inside horrible week it was at kgosi muru,neutral,True,8,18,Twitter
setswana_102,Setswana,i stayed in zim and sa ba nthutile dilo dile dintsi,positive,True,2,11,Twitter
setswana_103,Setswana,kaizer chiefs e tlhoka gore ba reka nama ya ostrich from moleko grills batla winna i kid you not,positive,True,3,19,Twitter
setswana_104,Setswana,boitumelo it s literally still 8am,negative,True,3,6,Twitter
setswana_105,Setswana,ntate oo ha a je rice ele mapheello lefung ba eme le vrou ya matome ba tsholela batho,neutral,True,1,18,Twitter
setswana_106,Setswana,o itsi which former td s osa itsi macarthy jaana,neutral,True,1,10,Twitter
setswana_107,Setswana,nah he s cooked hey it s the only way to explain it wa lwala daman,negative,True,5,16,Twitter
setswana_108,Setswana,eish tota go botlhoko stella garesa tsamaya monate le eseng reba beya dithapelong ka metlha,positive,True,1,15,Twitter
setswana_109,Setswana,re ngadile rotlhe hela ka room nkare its not a saturday,negative,True,2,11,Twitter
setswana_110,Setswana,volcano ah malome that s a very bad name from today kgosi ke volcano,positive,True,5,14,Twitter
setswana_111,Setswana,it s not giving mara re tla reng go tlhopha bothuli madonsela,negative,True,2,12,Twitter
setswana_112,Setswana,se bone t a bo pudi kgakala t a bo nku di pipilwe ka mesela,neutral,True,2,15,Twitter
setswana_113,Setswana,ke tshaba go botsa gore o raya jang cos i ve always assumed le di reka hela just nje,positive,True,3,19,Twitter
setswana_114,Setswana,bese the followers ask wenzeni that time he is on parole,neutral,True,4,11,Twitter
setswana_115,Setswana,i repeat efang ntate o country i really wanna see something,neutral,True,3,11,Twitter
setswana_116,Setswana,no ini check how many game costing errors intentional or not bese ubuye kimi,negative,True,5,14,Twitter
setswana_117,Setswana,ao bathong jaanong hot dog yone ne a e isa kae,negative,True,1,11,Twitter
setswana_118,Setswana,madume ntate waka re mmogo ka loleme la marena it s going to be a shuprapapaa halibajee,neutral,True,3,17,Twitter
setswana_119,Setswana,ke ohe wa parastatal ke bone maloba ntse go kgabola on the tl,negative,True,1,13,Twitter
setswana_120,Setswana,ke tla go check a phakela tsenya mo skaftini hoo,neutral,True,1,10,Twitter
setswana_121,Setswana,nthuse my love lelapa la fatalla,positive,True,2,6,Twitter
setswana_122,Setswana,kagiso wa tura are founela ntate phiri,negative,True,1,7,Twitter
setswana_123,Setswana,sesi i don t even cause drama i let them see me bese the clothes will be in black bags makahambe,negative,True,7,21,Twitter
setswana_124,Setswana,okay neke ipotsa gore aa ke bona wena,negative,True,1,8,Twitter
setswana_125,Setswana,i hope i don t have to ke betsa botlhoko,negative,True,3,10,Twitter
setswana_126,Setswana,izolo at this time bese ngibheke ekhaya aibo,neutral,True,1,8,Twitter
setswana_127,Setswana,nna tota ha o bona ke rata go ipuela ka bolo jaana le a bo le tikana ka noga e utlwa mo tl,positive,True,1,23,Twitter
setswana_128,Setswana,city e tshwana le motho are o supporter bdf xi,negative,True,1,10,Twitter
setswana_129,Setswana,wena otla kwatela ke monnamosadi akere okwe a re chomie kganthe wa mpereka jang mobane yeses,negative,True,1,16,Twitter
setswana_130,Setswana,go bosigo bathong a go robalweng,neutral,True,1,6,Twitter
setswana_131,Setswana,ayi bese beyaphika kuthi bazama ukumbulala sengize ngithatha i side nami an bengeke ngikholwe if bekusho umthande but uzisholo yena udumakahle,negative,True,4,21,Twitter
setswana_132,Setswana,e bidiwa jalo ebile lefoko leo le botoka than are lerete,negative,True,1,11,Twitter
setswana_133,Setswana,ke a ipotsa tota nna kana ke itsile gore phane e apewa ka mashi pele before ke bona ga mahura hela then ka di vegetables,negative,True,1,25,Twitter
setswana_134,Setswana,ntate sello a reng ka generation,negative,True,1,6,Twitter
setswana_135,Setswana,333 ke eng jaanong thank you sudat,neutral,True,2,6,Twitter
setswana_136,Setswana,let me try and watch this carter movie while ke santse ke kgotshe jaana,neutral,True,3,14,Twitter
setswana_137,Setswana,14 30 e kgakala ke lapile nna i just don t get it why primary tshwanetse e tswe so late,negative,True,5,18,Twitter
setswana_138,Setswana,lona le tshameka hela after bfa e kgalema on that date,negative,True,1,11,Twitter
setswana_139,Setswana,you dont need to kwat bese ngisho nje ukuthi most people are not aware of ra is saying,negative,True,6,18,Twitter
setswana_140,Setswana,ha tonota s own a tserwe ke dira kgotla - madisakwana s own,positive,True,1,12,Twitter
setswana_141,Setswana,hem re utlwile ke my draco,negative,True,1,6,Twitter
setswana_142,Setswana,hj eu ia faze uma piadinha leve do menino da minha sala e o carlos pilloto pra minha amiga mas ela nao conhecia o carlos pilloto,negative,True,1,26,Twitter
setswana_143,Setswana,it was phoso ya mistake please now you ll think i m kgosi,negative,True,6,13,Twitter
setswana_144,Setswana,bese i ask myself why the politicians bona aren t rushing to retire batibulalisa when they are guaranteed a good retirement futsi and uyababona kutsi badziniwe,negative,True,9,26,Twitter
setswana_145,Setswana,guys please give up on these people go do this ko bankeng rather,neutral,True,4,13,Twitter
setswana_146,Setswana,lol na mina nori vona kwala ka fbk,neutral,True,1,8,Twitter
setswana_147,Setswana,mme kana the black one edi gaisa tsohle,negative,True,1,8,Twitter
setswana_148,Setswana,eish this ts galaxy ke nou ko pitoli anyway am sundowns supporter re shapa batho botlhoko,positive,True,3,16,Twitter
setswana_149,Setswana,i m trying to understand as to where did you get the 8 years from because before pitso mosimane mamelodi sundowns won nedbank cup in 2008,positive,True,6,24,Twitter
setswana_150,Setswana,she must polish izicathulo zengane lona bese eyitshela iyeke ukudlala ibhola ngezicathulo zeskole,positive,True,1,13,Twitter
setswana_151,Setswana,where s the dog ntate,neutral,True,2,5,Twitter
setswana_152,Setswana,farming herbs is not as easy as it seems im going through a lot di ntira jang di seedling,negative,True,5,19,Twitter
setswana_153,Setswana,kgang yame ke yone yeo gore internet access kae re nna mo dikgaolong tsala,neutral,True,1,14,Twitter
setswana_154,Setswana,o utlwela motho botlhoko jang a dira se ase ratang ha a ka go raya are tswa mo botshelong jame otla reng,negative,True,3,22,Twitter
setswana_155,Setswana,still birthday weekend le mpitseng kamoso,neutral,True,1,6,Twitter
setswana_156,Setswana,not my uber driver athi cela angikhansele uhambo bese ngithatha leyo mali sfake petrol before enghambisa,neutral,True,2,16,Twitter
setswana_157,Setswana,"eish,e ya go mo tsenya dingalo eo since ele human rights advocate.",neutral,True,1,13,Twitter
setswana_158,Setswana,owaii last time o ne o rialo less than a day o bo o bua gore banna ba seka ba nama ba sule,positive,True,2,23,Twitter
setswana_159,Setswana,bathong vale i setlhogo bjaang wa ntumisa dikuku tuu,negative,True,1,9,Twitter
setswana_160,Setswana,o a tseba nna i need to have someone explain ntate thebeeakhale before o can support this organization moruo oa mang,positive,True,6,21,Twitter
setswana_161,Setswana,kamoso baby i was busy today,neutral,True,3,6,Twitter
setswana_162,Setswana,o sharp mara why ote fihla,negative,True,1,6,Twitter
setswana_163,Setswana,i feel like nkaba a sa araba,positive,True,4,7,Twitter
setswana_164,Setswana,a gona bolwetsi mo fela re kopana le tsona ko matangwaneng healthy this one,positive,True,2,14,Twitter
setswana_165,Setswana,peter shalulile must be off the mark from today ba bolela thata nou,positive,True,3,13,Twitter
setswana_166,Setswana,waitse ekare nka lla sale ke opellwa ka team ye since yesterday go phakela please,negative,True,2,15,Twitter
setswana_167,Setswana,me o tshega mo go tse neng kere ko ra lesa maabane,neutral,True,1,12,Twitter
setswana_168,Setswana,buying electricity in bulk has it s disadvantages i last bought electricity in april,neutral,True,5,14,Twitter
setswana_169,Setswana,why am i in town ke thubilwe jaana,negative,True,3,8,Twitter
setswana_170,Setswana,kana rragwe lebz is my person hey he s in town briefly and ke happy gore,positive,True,5,16,Twitter
setswana_171,Setswana,kgosi is blowing the whistle,positive,True,2,5,Twitter
setswana_172,Setswana,ebile ro kopana kp societeng nna le wena g r ke explain ne pila lol,neutral,True,1,15,Twitter
setswana_173,Setswana,osa tshega this is our bread and butter here,neutral,True,5,9,Twitter
setswana_174,Setswana,bese you ll say i m toxic,positive,True,2,7,Twitter
setswana_175,Setswana,hi kgosi please let s get married,positive,True,1,7,Twitter
setswana_176,Setswana,akhekho bhutwam ukhona ozvela bese uthi uyahlanganisa kube neytori uzomuzwa ethi indaba lento oyfuna isedurban and lomjita uspaane richards bay,neutral,True,1,20,Twitter
setswana_177,Setswana,hey wena if you re serious with football you ll get us a gk am tired o nale bothata mo setlopheng se,negative,True,7,22,Twitter
setswana_178,Setswana,i groomed you well kaha itlhelang o nkgala ka teng kere social media doesnt need to know all,positive,True,2,18,Twitter
setswana_179,Setswana,le a mo itse ntate thuso motaung,neutral,True,1,7,Twitter
setswana_180,Setswana,kante ga o ikolota mme osena madi a go ituela o ira jang,negative,True,1,13,Twitter
setswana_181,Setswana,ke bosigo guys my daughter wants to sleep,neutral,True,1,8,Twitter
setswana_182,Setswana,imagine o support chiefs le man u di tshameka same day gase gowa ke pelo hela once,positive,True,1,17,Twitter
setswana_183,Setswana,bese nilwisa izingane zabantu uma zichoma ngokuba ama stay-at-home girlfriends,neutral,True,1,12,Twitter
setswana_184,Setswana,this was an extract from manthatisi and sekonyela book 2 the kgosi rules you can get a copy here,neutral,True,9,18,Twitter
setswana_185,Setswana,in my defence banyana ba teng ga ba kotsi,negative,True,1,9,Twitter
setswana_186,Setswana,morning cuz retla nwa kamoso,neutral,True,1,5,Twitter
setswana_187,Setswana,lol ba lomile o tshwanang le kanye west gagolo,neutral,True,1,9,Twitter
setswana_188,Setswana,kore ya nong lere setoko kgakala e ke otlhopa lebokoso kgotsa chelete keba rata botlhe maar1 must be sihle zikalala,negative,True,1,20,Twitter
setswana_189,Setswana,haaaa bese it ll be stuck on ntuli and it s goodbye discount,positive,True,4,13,Twitter
setswana_190,Setswana,and go nkgile thata neh,positive,True,1,5,Twitter
setswana_191,Setswana,ee o dira sentle love a go robalwe early,positive,True,2,9,Twitter
setswana_192,Setswana,mme gone hel a kwete wa bo a tlhwahetse ne bathong go nna le merero hela e serious kana jang,negative,True,2,20,Twitter
setswana_193,Setswana,minister thulas nxesi and deputy minister boitumelo moloi conduct farm inspections as part of the pre-presidential programme in sedibeng vanderbijlpark gauteng,neutral,True,2,22,Twitter
setswana_194,Setswana,you will claim at kgosi muru cmax,neutral,True,2,7,Twitter
setswana_195,Setswana,nnyaa a ree beele next time,neutral,True,1,6,Twitter
setswana_196,Setswana,kgang ke motorcycle he knows every detail,positive,True,1,7,Twitter
setswana_197,Setswana,ee go tlhokomela mmele zwii group work we need to pass,neutral,True,2,11,Twitter
setswana_198,Setswana,yes but obviously has more fillings avo ya teng ke guac,neutral,True,4,11,Twitter
setswana_199,Setswana,a ba tlhasetse le ka fa go wena ka foo kgosi,positive,True,1,11,Twitter
setswana_200,Setswana,a rudiger o tshogile nah,neutral,True,1,5,Twitter
setswana_201,Setswana,hahahaha re bolaile re referee today,positive,True,1,6,Twitter
setswana_202,Setswana,dibono dintle he even though di ntsha makaka,negative,True,1,8,Twitter
setswana_203,Setswana,ke kgona go robala phakela a kere le lona le na le nna,positive,True,1,13,Twitter
setswana_204,Setswana,kusamele kwe sibambe i meeting siyi goli bese usho lamazwi akho futhi,neutral,True,1,12,Twitter
setswana_205,Setswana,tshela mafura a atchaar once,negative,True,1,5,Twitter
setswana_206,Setswana,are we going to get a new poso handle out of this new development,neutral,True,4,14,Twitter
setswana_207,Setswana,bopha bopha someone must account,neutral,True,1,5,Twitter
setswana_208,Setswana,being skinny in primary school was the pits yoh bese bathi une aids,negative,True,4,13,Twitter
setswana_209,Setswana,the body can t take it anymore re ba tonna ntate,positive,True,3,11,Twitter
setswana_210,Setswana,been worried about the amount of content i need to consume for this assignment due kamoso forgetting go re extensions are a thing,negative,True,6,23,Twitter
setswana_211,Setswana,the latter akere a lil cheating never killed anyone kana jang,negative,True,3,11,Twitter
setswana_212,Setswana,they will take double next month mfanaka otla sala ka ya airtime fela contact your finance provider,neutral,True,3,17,Twitter
setswana_213,Setswana,eitse ha tonosa bamo raya are pu fatshe,positive,True,1,8,Twitter
setswana_214,Setswana,bathong malome ga a itse go buiwa ka ene ka sekgoa in another group,positive,True,1,14,Twitter
setswana_215,Setswana,eish kana hlele go le botlhoko moo,neutral,True,1,7,Twitter
setswana_216,Setswana,i finally found my omang after a whole month kesa itse ko ateng phakalane police station ntse bamo mpeetse sentle,positive,True,4,20,Twitter
setswana_217,Setswana,i wrote myself reference maloba le certificate of appreciation ke rona re se dirileng,positive,True,1,14,Twitter
setswana_218,Setswana,ke size ya go ja nap hela when i get home ke thubilwe gore,neutral,True,3,14,Twitter
setswana_219,Setswana,don t leave them banyana baka,negative,True,1,6,Twitter
setswana_220,Setswana,kana ha ole mo true love ga o reetse akere,positive,True,1,10,Twitter
setswana_221,Setswana,wa tshwana mos o ema line tsa anaconda for that,negative,True,1,10,Twitter
setswana_222,Setswana,tshwanetse a boele gae once,neutral,True,1,5,Twitter
setswana_223,Setswana,maloba went there for the 1st time hey,neutral,True,2,8,Twitter
setswana_224,Setswana,okare mosadimogolo wa leburu she can t dance for shii maara atleast she is enjoying,negative,True,4,15,Twitter
setswana_225,Setswana,ke bone rainbow picnic e nngwe go na le black a bo ke ipotsa if i still know the rainbow colors thanks bubbles,positive,True,6,23,Twitter
setswana_226,Setswana,umuntu abhale i post ebhimbayo bese bathi well said,neutral,True,1,9,Twitter
setswana_227,Setswana,panties tsa teng ekare you re about to start braai fire ka tsona,negative,True,1,13,Twitter
setswana_228,Setswana,aeh are tsweng mo sekgoweng once kana jang,positive,True,1,8,Twitter
setswana_229,Setswana,uaminifu ndio kila kitu loyalty is everything,neutral,True,1,7,Twitter
setswana_230,Setswana,happy birthday to you ausi o botsana gore,neutral,True,2,8,Twitter
setswana_231,Setswana,thata he s a good looking man,positive,True,3,7,Twitter
setswana_232,Setswana,is net o tshameka le dipatla ko pirates,neutral,True,1,8,Twitter
setswana_233,Setswana,no ways kgosi i don t believe you,neutral,True,3,8,Twitter
setswana_234,Setswana,ngifuna kuhleka nje my situation bese ngiyopoka kumjita,neutral,True,1,8,Twitter
setswana_235,Setswana,lol mpfu o tlo betha ke di judges ka pene one day he always gets under their skin,negative,True,4,18,Twitter
setswana_236,Setswana,gout gout ga a bate ke apara size 32 kana jaanong,positive,True,1,10,Twitter
setswana_237,Setswana,yerrrr mama rori you are my size wena looking 25yrs,positive,True,3,10,Twitter
setswana_238,Setswana,thank you very much kgosi,positive,True,4,5,Twitter
setswana_239,Setswana,lol ke tlo o penyelletsa fatshe joalo ka senepeng seo,neutral,True,1,10,Twitter
setswana_240,Setswana,ke utlwile o buwa ka lebitso laka gaming ya sundowns le ts galaxy barcelona vs madrid el clasico ya mzansi my prediction chiefs 21 sundowns,neutral,True,1,24,Twitter
setswana_241,Setswana,mme waitse lenna mahura a vaseline a ntsaya sentle letlalo la me at least le borethe,neutral,True,3,16,Twitter
setswana_242,Setswana,van heerden sale a tshameka mo absa premiership kele ko primary kana,neutral,True,1,12,Twitter
setswana_243,Setswana,i dont see chiefs beating sundowns lo e bona jang bo rra,negative,True,2,12,Twitter
setswana_244,Setswana,go betsana for mosimane is wild af though,positive,True,1,8,Twitter
setswana_245,Setswana,uena u tseba ntate eo u buang ka eena i know ka botlalo le hona kea utluisisa,neutral,True,1,17,Twitter
setswana_246,Setswana,o ka se itsi mara you cant be playing with a bball if basadi ba teng,negative,True,5,16,Twitter
setswana_247,Setswana,same day ha a fihla spatala all along ha ne a ya ho doctor ne ba re she is bloated nou ngwana o 23 skat,negative,True,4,24,Twitter
setswana_248,Setswana,no chief naye uthulile engabe uyangenelela bakithy okuncono kuncwatshwe bese yokubekwa ikhulunywe after,neutral,True,1,13,Twitter
setswana_249,Setswana,he is thinking of how we can thuma him,neutral,True,5,9,Twitter
setswana_250,Setswana,madume lekoko ke a leboga thata ka go tshameka pina eo ya big zulu voicemail ke tsositswe ke yona,positive,True,1,19,Twitter
setswana_251,Setswana,i m never grooving ka sunday cos go thata rn,negative,True,2,10,Twitter
setswana_252,Setswana,enjoy it o swa hore ha o bona work day e hela jaana o ska gope ka weekend,positive,True,2,18,Twitter
setswana_253,Setswana,mmino o hlabollang maikutlo a ferekaneng rea leboha skeem,negative,True,1,9,Twitter
setswana_254,Setswana,santse ke ipotsa what kind it is,positive,True,3,7,Twitter
setswana_255,Setswana,m dimo ore file sbaka sone se s baka kese s tla setswa go modimo are bueng,negative,True,1,17,Twitter
setswana_256,Setswana,mare lona guys i ve been too quiet mare why le tshela mayonnaise jwalo hake happy mahn,negative,True,4,17,Twitter
setswana_257,Setswana,let me take this opportunity ya go tshega ke tshege goreee,positive,True,2,11,Twitter
setswana_258,Setswana,ey and it s bad go tlaa siama laitaka,positive,True,3,9,Twitter
setswana_259,Setswana,mmm i wonder o jang moo,neutral,True,1,6,Twitter
setswana_260,Setswana,go bosigo it s monday tomorrow i understand,positive,True,3,8,Twitter
setswana_261,Setswana,bonolo said he wants a spider-man themed birthday party safe to say happy 4th birthday boy,positive,True,3,17,Twitter
setswana_262,Setswana,been saying sis please host ntate justice on burning platform,positive,True,2,10,Twitter
