sample_id,language,text,sentiment,code_switched_english,english_token_count,word_count,source
isixhosa_236,isiXhosa,sharing a bottle of cab sauv over a fire chatting adulting tings with the old man will always be top tier moments for me ndiyabulela tenza,positive,True,7,26,Twitter
sesotho_068,Sesotho,i read this with a british accent boela lapeng,neutral,True,3,9,Twitter
sepedi_164,Sepedi,na yu sabi wetin i no sabi,positive,True,2,7,Twitter
isixhosa_216,isiXhosa,evidence shongw like how mara 247 365 soze 🤞🙆😳🙆,positive,True,2,6,Twitter
sesotho_033,Sesotho,somarr o kreile chomio tlao introduce to dilo tse mo etsang a sa borega,positive,True,1,14,Twitter
isixhosa_089,isiXhosa,my mom rushing home to make eggless bcoz umhlangano pancakes for us before kungene isabatha❤️ushembe wangena wazinza ekhaya🤍,positive,True,3,19,Twitter
isixhosa_273,isiXhosa,nkosi dlamini angithi uyeva kelihle le planweve been fed mediocrity for far too long,negative,True,1,14,Twitter
isixhosa_102,isiXhosa,michaelbucwa pity that she won’t understand what you tweeted here khuluma bro 😂,positive,True,5,13,Twitter
sesotho_078,Sesotho,looks like ndebele mara o motle,positive,True,1,6,Twitter
sesotho_010,Sesotho,bathong lebo vele you woke up thinking we hate you ole motle tje,negative,True,4,13,Twitter
sepedi_156,Sepedi,unprovoked and then tlebe le bolela ka di be kindle rude gore yeses,neutral,True,2,13,Twitter
sepedi_211,Sepedi,beneran mau gabung isinya absurd ini haha syarat utama cm hard culer,negative,True,2,12,Twitter
sepedi_087,Sepedi,dont blame you katis artwork is simple phenomenal and i will never get tired of saying it,negative,True,9,17,Twitter
sepedi_169,Sepedi,a happy wild one to leano,negative,True,2,6,Twitter
isixhosa_095,isiXhosa,sisandasigidi ubaxelele ndiyabulela for intervening in my absentia 🤌🤌🤌,positive,True,1,8,Twitter
sepedi_052,Sepedi,ayii i doubt ehlile ke batho ba mona ba lesapo kea li ja ntho tseno otsebe,negative,True,1,16,Twitter
sesotho_139,Sesotho,ke nahana ke nna ke le mong a utloang mocheso ona kapa re chella libe tsa rona,negative,True,1,17,Twitter
sesotho_250,Sesotho,bo so sheba ho ea holimo,positive,True,1,6,Twitter
sesotho_191,Sesotho,is that the best you can do o nahana ke tlo hlabeya ke sebunu se o se buwang,positive,True,7,18,Twitter
sesotho_126,Sesotho,but also theres a new man in their life go bata a bolella the mom if shes ok with him attending a tsamaye,neutral,True,8,23,Twitter
sepedi_136,Sepedi,i hope he was hey,neutral,True,3,5,Twitter
isixhosa_292,isiXhosa,real kingsfiso maybe u living with the biggest lie endlini awenze idna yengane uyeke amanga akude unake aseduze kwakho,neutral,True,2,19,Twitter
sepedi_055,Sepedi,tanki ke ene nneng a hlokahala eseng mo gongwe mo,neutral,True,1,10,Twitter
sepedi_079,Sepedi,le ene are o go rata thata auntiza wa overseas,positive,True,1,10,Twitter
sesotho_131,Sesotho,hantle the emphasis e hona mono ha lea loka,negative,True,1,9,Twitter
sepedi_185,Sepedi,ke bone batho koo groovng ba gautsana mo koloing and come back like nothing happened rent free,negative,True,2,17,Twitter
sepedi_057,Sepedi,imma need your account suspended ngeke phela,positive,True,2,7,Twitter
isixhosa_043,isiXhosa,mashudu m scene a scared the shit out of me but b is hilarious iyosuka impi kulaba bobabili rasta usile se moer,neutral,True,5,22,Twitter
setswana_251,Setswana,i m never grooving ka sunday cos go thata rn,negative,True,2,10,Twitter
isixhosa_264,isiXhosa,2022africa kanti what is it with you guys and not adding sugar to amasi😂😂,positive,True,6,14,Twitter
sepedi_219,Sepedi,le yena why is she looking at the cards as if they have minds of their own,negative,True,8,17,Twitter
setswana_245,Setswana,uena u tseba ntate eo u buang ka eena i know ka botlalo le hona kea utluisisa,neutral,True,1,17,Twitter
sepedi_114,Sepedi,mme a bolela nnete casemiro ga e kake a simolola fa pele ga scott,neutral,True,2,14,Twitter
sesotho_249,Sesotho,bumps ke eng tlheng rona sale ka docha ka letlhabaphefo skolong teacher a sa ilo kgetla thupa,neutral,True,1,17,Twitter
isixhosa_119,isiXhosa,msmabala yaz i noticed its soo crazy some show the location 😭 cabanga in this country 😳,negative,True,3,15,Twitter
isixhosa_173,isiXhosa,ujekebuzi lutho i slept at 3am binge watching on netflix,neutral,True,2,10,Twitter
sepedi_175,Sepedi,a re nweng ka moka,positive,True,1,5,Twitter
isixhosa_123,isiXhosa,glendumi1 maagarash inganekwane lento yenu ye politikimina abantu abalandela ozumamalemaramaphosa and many more ababhadlanga ekhandaabantu abangadliwa yi 3 card ejozi in my terms ububharinyana lento,negative,True,4,24,Twitter
setswana_016,Setswana,yaaa o xapo exactly what i felt ka maloba,neutral,True,2,9,Twitter
sesotho_214,Sesotho,what a time to be a mosotho oa lesotho,positive,True,4,9,Twitter
sesotho_162,Sesotho,its funny how rude you guys become when trying to make a point on the tl ha le tsebe ho bua hantle mare,negative,True,5,23,Twitter
sepedi_287,Sepedi,someone please refer me to a graphic designer that can edit youtube videos in joburg please,negative,True,6,16,Twitter
sesotho_082,Sesotho,kgang kego collector di point you never know when would they reveal the prize,negative,True,6,14,Twitter
isixhosa_108,isiXhosa,qokani stiff pap nesibindi or namaqanda zimnandi kangaka,positive,True,1,8,Twitter
setswana_071,Setswana,kamoso i m telling my crush i love him a bo reya ko ga molaodi,negative,True,5,15,Twitter
sesotho_235,Sesotho,also quavo nea etsang a dlala ma dice ko kasi as a millionaire,negative,True,2,13,Twitter
isixhosa_010,isiXhosa,by khanyi inkinga ubhuti akaqali ukubuza lembuzo enokugcinazela abasebenzi and yena usuke ekhulumela ama business as usual i think abantu bakhathele lol,negative,True,3,22,Twitter
sepedi_293,Sepedi,with 4 eyes mara o betha mang vele eff are last cowards those hooligans are only good in vandalism,negative,True,5,18,Twitter
sepedi_124,Sepedi,nadia yena yoh she wants diamond and shes so mad at zari coz she feels she can never be better than her,negative,True,9,22,Twitter
sesotho_283,Sesotho,reminder we are meeting again tomorrow for the 2nd leg of featuring chabala mbao and still delving deeper into mental health amp,negative,True,7,22,Twitter
sepedi_141,Sepedi,ke gatile monwana gore iyoo aowa the ke ta ira studio kwano aah,negative,True,1,13,Twitter
setswana_136,Setswana,let me try and watch this carter movie while ke santse ke kgotshe jaana,neutral,True,3,14,Twitter
sepedi_082,Sepedi,with salt not sugar nana no,negative,True,2,6,Twitter
setswana_282,Setswana,my late grandma would call you lepstshega ne a re motho o boi o bidiwa yalo,positive,True,4,16,Twitter
setswana_140,Setswana,ha tonota s own a tserwe ke dira kgotla - madisakwana s own,positive,True,1,12,Twitter
isixhosa_202,isiXhosa,sasah thunzi im alright how are you ezami izindaba are very bad lately manje i dont really have time for my phone 😖,negative,True,11,22,Twitter
isixhosa_009,isiXhosa,me4opresident soze sana feluthando,positive,True,1,5,Twitter
isixhosa_267,isiXhosa,usathi ukwi emergency ye xxxvideos ngapha kmele ucacise ukba youre not a robotreally now 🙄,neutral,True,3,14,Twitter
isixhosa_037,isiXhosa,you guys were not voting for mpilo yhooo bethuna idolssa,positive,True,3,10,Twitter
sesotho_072,Sesotho,letlotlo refuses to drive a re hes got a lot on his mind o tlo etsa di phoso hwa thusa hore a be teng mo mare,negative,True,4,26,Twitter
setswana_290,Setswana,tshwanetse ele nna hela mo lehatsheng o seng mo relationshipng batho ba ratana and go gontle gore,positive,True,1,17,Twitter
sepedi_157,Sepedi,i love kids mare yoh bana ba tla o kopanya hloho hleng,neutral,True,2,12,Twitter
isixhosa_092,isiXhosa,leebellarossa okanye abhubhe ziintlungu because iyabonakala ibuhlungu lanto 😢,negative,True,1,8,Twitter
setswana_022,Setswana,i want to be a responsible citizen and report this mess to the authorities mntase thuma mina innit,negative,True,6,18,Twitter
isixhosa_138,isiXhosa,mdnnewss abanye bacabanga ukuthi sizonesa ama feelings wabo la if you cant read isizulu then musa ukuthanda izindaba,negative,True,3,18,Twitter
sepedi_245,Sepedi,somebody needs to teach me thisi have never ever prepared for a race like this or ke ntho tsa dielite,neutral,True,7,20,Twitter
sepedi_159,Sepedi,hoja ampa a itulela hae,negative,True,1,5,Twitter
setswana_146,Setswana,lol na mina nori vona kwala ka fbk,neutral,True,1,8,Twitter
sepedi_193,Sepedi,in that case ka moka ga rena a reyeng ga monokami,neutral,True,2,11,Twitter
sesotho_234,Sesotho,missing ntate thuso because uncle reg is belting out grown up music,neutral,True,2,12,Twitter
isixhosa_004,isiXhosa,monsieurponto mhlekazi why do you not add prices 😅 or are they steep,positive,True,7,12,Twitter
isixhosa_104,isiXhosa,ori rsa ori usudlile khehla😂😂😂ngathi ulambiledoes he even understand zulu though 😭,negative,True,1,12,Twitter
isixhosa_170,isiXhosa,sbewuomuhle comfortmnguni mdnnewss angekeandiyi and andizisoze😎,positive,True,1,6,Twitter
sesotho_114,Sesotho,so in return letlo re sendela le lena mpe kebe big red flag ya nathi mthethwa yao kganya le boshego,neutral,True,1,20,Twitter
isixhosa_287,isiXhosa,nkoskhodola 23 of course we are unbeatable right now and akhonto nizoyenza ngalonto,negative,True,4,12,Twitter
sesotho_028,Sesotho,kea u nahana and she has your traits,neutral,True,4,8,Twitter
sepedi_129,Sepedi,aowa banna succession planning ereng a sa berekiswe,negative,True,1,8,Twitter
setswana_095,Setswana,teko modise says pitso mosimane used to say if you don t wanna play it s ok cause we still gonna win without you,positive,True,7,24,Twitter
setswana_031,Setswana,dont be disrespectful ke mogolo mme oh hebanna,positive,True,2,8,Twitter
sepedi_275,Sepedi,lmao whats the alternative ba mo bolaye,neutral,True,1,7,Twitter
isixhosa_248,isiXhosa,jgz foundation frivolous ashonaphi amahloni kule foundation isn’t that the patrons middle name,neutral,True,2,14,Twitter
sesotho_009,Sesotho,that was less mitigating calling for introspective reviewanc must go is what we are preparing forke dinyane dikgolo di setla,positive,True,7,20,Twitter
sepedi_234,Sepedi,bathong why didnt you just say iron deficiency,neutral,True,3,8,Twitter
isixhosa_148,isiXhosa,oh my girl khosi bethuna 😍bbtitans,positive,True,1,6,Twitter
setswana_023,Setswana,bangwe ba jelwe maabane bosigo ga ke rogane ke a bona ke hetisa molaetsa,neutral,True,1,14,Twitter
setswana_044,Setswana,a go tlatse ka 1 authi ya kwa renkeng then bosigo a go founele be a re babes ke nna yo le wa zak,positive,True,4,23,Twitter
sesotho_179,Sesotho,i am also panicking but has advised that one needs to download their ticket and it should be sufficientno screenshot though downloadhauweng,neutral,True,10,22,Twitter
sesotho_172,Sesotho,hai maan o tshela thupa this morning ntombi o re etsang mara,neutral,True,2,12,Twitter
isixhosa_026,isiXhosa,oh bethuna umntu wam love and light kuye❤️,positive,True,2,8,Twitter
isixhosa_198,isiXhosa,zoemkoena thenga ibhodlela usele what okunye zokubona ngomso 🤷,neutral,True,1,8,Twitter
setswana_027,Setswana,hi themma you look familiar chat ya teng ithele ele awks gore i look familiar,neutral,True,2,15,Twitter
sesotho_095,Sesotho,batho ha bata go re lothanya ba bua hela jaana nna a bo ke iphetela hela,positive,True,1,16,Twitter
setswana_037,Setswana,feels like a hip hop friday sentle sentle go labokae,positive,True,2,10,Twitter
setswana_168,Setswana,buying electricity in bulk has it s disadvantages i last bought electricity in april,neutral,True,5,14,Twitter
sesotho_233,Sesotho,ke nahana page ena ea africa facts zone moderator ke mosotho kapa someone who has lived in lesotho,neutral,True,2,18,Twitter
setswana_118,Setswana,madume ntate waka re mmogo ka loleme la marena it s going to be a shuprapapaa halibajee,neutral,True,3,17,Twitter
setswana_067,Setswana,iyooo my thing is running away you mean o tshela coke 500ml o be o kenya black halls ka mogare ga putsutsu,positive,True,4,22,Twitter
sesotho_298,Sesotho,i was too excited to be walking with the streetlights on to mind it empa le bona ba hloka ho theotheola pace hanyane fela,negative,True,5,24,Twitter
sesotho_182,Sesotho,buka ya metshameko ka kakaretso happy birthday abut,positive,True,1,8,Twitter
isixhosa_203,isiXhosa,ncamsile actually thats not right ngoba the time usudla ntambama uzodla kakhulu coz you havent eaten usuku lonke,positive,True,3,18,Twitter
sesotho_015,Sesotho,empa ke point of sale that should be charged differently,negative,True,3,10,Twitter
setswana_129,Setswana,wena otla kwatela ke monnamosadi akere okwe a re chomie kganthe wa mpereka jang mobane yeses,negative,True,1,16,Twitter
sepedi_210,Sepedi,a re mpho is leaving tomorrow bathong joke e kana,negative,True,3,10,Twitter
isixhosa_034,isiXhosa,abuttiitshepsyd asekandaba zama enewcastle amanzi amancane this one,positive,True,1,8,Twitter
sesotho_134,Sesotho,kere whenever it is hot rena di tea lovers la re attacker unprovoked,negative,True,2,13,Twitter
sesotho_029,Sesotho,u tsebe boholo ba bona those males ba khothaletsuoe ke basali mabatooeng,negative,True,1,12,Twitter
sepedi_261,Sepedi,guest house for what katlego,positive,True,1,5,Twitter
isixhosa_217,isiXhosa,why are men yho haa bethuna,positive,True,2,6,Twitter
sesotho_007,Sesotho,ke nahana ena e ngotsoe ke motho oa le dc seeking sympathy kapa a leka ho itlhatsoa ka abc ho latela litaba tsa eona,negative,True,1,24,Twitter
isixhosa_167,isiXhosa,hes still with yvonne bethuna 🤣🤣,neutral,True,1,5,Twitter
isixhosa_028,isiXhosa,i need to get myself a phone as in yesterday bethuna 🕯️,neutral,True,3,11,Twitter
isixhosa_125,isiXhosa,errolbsk yes illegally so kodwa ke icala aliboli,negative,True,2,8,Twitter
sepedi_271,Sepedi,hppy brthday more faith and hope,positive,True,2,6,Twitter
sepedi_291,Sepedi,also why did i read his name as idibala,positive,True,3,9,Twitter
setswana_213,Setswana,eitse ha tonosa bamo raya are pu fatshe,positive,True,1,8,Twitter
sepedi_097,Sepedi,lena le nale drama but same,negative,True,1,6,Twitter
setswana_288,Setswana,khono u ke oa njoetsa hore u motsoetse e le nthabiseng a fihla li mofahlile esale a siea ngoana le nkhono,negative,True,2,21,Twitter
setswana_219,Setswana,don t leave them banyana baka,negative,True,1,6,Twitter
sepedi_032,Sepedi,see what i mean hothwe ke nale pelo empi yanong ere ke robale,negative,True,2,13,Twitter
setswana_163,Setswana,i feel like nkaba a sa araba,positive,True,4,7,Twitter
isixhosa_054,isiXhosa,mateboho ml jonga 😉see you on the 26th february 👍,positive,True,2,9,Twitter
sesotho_020,Sesotho,indeed thuso why dont you piss off and stop generating racism you prick,negative,True,5,13,Twitter
sepedi_299,Sepedi,gareth bale is gunna take us to qatar,neutral,True,2,8,Twitter
sepedi_200,Sepedi,why e na le meriri,neutral,True,1,5,Twitter
sesotho_261,Sesotho,jooo u tla utloa mariha a tlang from stories ke utloe hore batho bao ba lubaa ha ke tsebe ba eletsoa ke mang askies,positive,True,1,24,Twitter
sepedi_179,Sepedi,bathong vroeg sonkebe sale a re sebela rona batho ba zeerust,neutral,True,1,11,Twitter
isixhosa_232,isiXhosa,i’m never working for another small yt owned company again kuyagezwa phaya,neutral,True,2,13,Twitter
sepedi_089,Sepedi,ha o rutile mmaabo you are set,positive,True,2,7,Twitter
setswana_188,Setswana,kore ya nong lere setoko kgakala e ke otlhopa lebokoso kgotsa chelete keba rata botlhe maar1 must be sihle zikalala,negative,True,1,20,Twitter
setswana_125,Setswana,i hope i don t have to ke betsa botlhoko,negative,True,3,10,Twitter
setswana_227,Setswana,panties tsa teng ekare you re about to start braai fire ka tsona,negative,True,1,13,Twitter
sepedi_209,Sepedi,out of all that qvs exit saddens me the most also with dinky leaving the game so soon aowa we have suffered with this season hle,positive,True,9,26,Twitter
isixhosa_140,isiXhosa,koko matshela uxolo bra yam hope you come right💪🏽,positive,True,1,9,Twitter
sepedi_297,Sepedi,i have been searching for themke a rata joang,positive,True,4,9,Twitter
isixhosa_098,isiXhosa,tamongs92 yintoni i peanut butter ngesixhosa,negative,True,1,6,Twitter
sesotho_198,Sesotho,money moolah chelete but dololo cent,neutral,True,2,6,Twitter
setswana_235,Setswana,lol mpfu o tlo betha ke di judges ka pene one day he always gets under their skin,negative,True,4,18,Twitter
sesotho_130,Sesotho,it was highly likely to affect fetus ke hopola ka mokho ene ntsokotse ka teng so ke nahana what it can do to the baby,neutral,True,8,25,Twitter
sesotho_207,Sesotho,thuso mbedu dazzled in this louis vuitton dress at the,neutral,True,2,10,Twitter
setswana_231,Setswana,thata he s a good looking man,positive,True,3,7,Twitter
setswana_094,Setswana,shelly are primi wednesday kamoso mme di class tsame di tsena maitseboa,neutral,True,1,12,Twitter
sepedi_011,Sepedi,hhayi no bonang is more beautiful than waffles justaowacked unclewaffles insta umuhle kabi wena ndlovukazi bangakukohlisi,neutral,True,3,16,Twitter
setswana_248,Setswana,no chief naye uthulile engabe uyangenelela bakithy okuncono kuncwatshwe bese yokubekwa ikhulunywe after,neutral,True,1,13,Twitter
sesotho_163,Sesotho,ty moo cana ho so le hole haholo ha re le fallisetsa teng re etse tjee feela,positive,True,1,17,Twitter
sepedi_199,Sepedi,garteine hela selo sela please,positive,True,1,5,Twitter
sepedi_060,Sepedi,and its for free keha ke hakgametse gore le nna,positive,True,1,10,Twitter
isixhosa_007,isiXhosa,ill just work on maintaining this level at the very least okwamanje 😪🙃,negative,True,5,12,Twitter
isixhosa_097,isiXhosa,rafaelh117 highly possible pep is a hard man to please,negative,True,4,10,Twitter
sepedi_276,Sepedi,nna motho a ka tseba gore ke nale black belt,negative,True,1,10,Twitter
setswana_209,Setswana,the body can t take it anymore re ba tonna ntate,positive,True,3,11,Twitter
isixhosa_008,isiXhosa,utywala make us happy bafanas,negative,True,2,5,Twitter
setswana_058,Setswana,you ll here excuses like we are still building from kaizer chiefs bese15 games with 4 wins bazothi zwane must go,positive,True,6,20,Twitter
isixhosa_057,isiXhosa,madiboity what do you know mhlekazi,positive,True,3,6,Twitter
setswana_286,Setswana,at this point se segolo ke bophelo,neutral,True,1,7,Twitter
sepedi_221,Sepedi,people here lie aowa r 5k cant give you flights 4 star accommodation and all inclusive package thats impossible,negative,True,4,18,Twitter
setswana_189,Setswana,haaaa bese it ll be stuck on ntuli and it s goodbye discount,positive,True,4,13,Twitter
setswana_112,Setswana,se bone t a bo pudi kgakala t a bo nku di pipilwe ka mesela,neutral,True,2,15,Twitter
setswana_114,Setswana,bese the followers ask wenzeni that time he is on parole,neutral,True,4,11,Twitter
isixhosa_213,isiXhosa,bonganiii why kancan kancane kakhulu kakhulu,positive,True,1,6,Twitter
isixhosa_291,isiXhosa,kleanique h p mzwanelemanyi explain the low carbs thing mhlekazi,positive,True,1,10,Twitter
setswana_190,Setswana,and go nkgile thata neh,positive,True,1,5,Twitter
sesotho_116,Sesotho,i owe myself a vacation and shopping esale ke qetela taba tsena 219,negative,True,3,12,Twitter
setswana_299,Setswana,this is exactly what i said to someone maloba,neutral,True,4,9,Twitter
isixhosa_035,isiXhosa,destinyzee we are busy selling condoms to enhle demand is high kancane ngenganekwane ye titties,neutral,True,3,15,Twitter
sepedi_266,Sepedi,ah bra tshepo ba re marete a rena,negative,True,1,8,Twitter
setswana_032,Setswana,etla ho ntsha bathong why are you guys losing le mbhorile shem i remain a khosi though,negative,True,5,17,Twitter
sepedi_248,Sepedi,lmao happy birthday doc i was saying nna ke ikopela mesese ya gago but mesese came as message,neutral,True,4,18,Twitter
setswana_083,Setswana,basadi ba tshega under this tweet you are not nice people,positive,True,4,11,Twitter
sesotho_259,Sesotho,louyas bata nga ni angkas oi kasab an man,neutral,True,1,9,Twitter
isixhosa_237,isiXhosa,oceangiggless yhoooo that akwande or he reminds later that khange ucele uxolo😂,positive,True,4,12,Twitter
isixhosa_068,isiXhosa,if i could amasi would be my every day dish🥺,neutral,True,6,10,Twitter
isixhosa_105,isiXhosa,the way yall love this ba straata song mara masithi yall for the streets la kwata e ra gorr inkinga islungu,neutral,True,4,21,Twitter
isixhosa_085,isiXhosa,my neighbour and their friends love a house party mntkbw sbwl a quiet sunday evening indoors but bathe “soze” 😂🥲…at least they’re having fun 🙃,positive,True,9,25,Twitter
sepedi_295,Sepedi,ke nna owangwana o mongwe leon mongwe ke waka so haii ga ke batle sepe,positive,True,1,15,Twitter
sesotho_220,Sesotho,banabeso ke lebohile tshehetso ya lona haholo fela ramasedi a mpolokele lona,positive,True,1,12,Twitter
setswana_171,Setswana,kgosi is blowing the whistle,positive,True,2,5,Twitter
sepedi_084,Sepedi,tumelo wa teng ke sure ha monate wherever she is i woke up to drunk vns,negative,True,3,16,Twitter
sepedi_232,Sepedi,modimo o bone gabotse gore o tlo re tshwenya a se go fe yona,neutral,True,1,14,Twitter
setswana_021,Setswana,feat check b hey mama s touch good music and music and music and mmino,positive,True,4,15,Twitter
sesotho_034,Sesotho,ga ke akgelebatho ba rata kgang e ya gore mahatshe a cheap,positive,True,1,12,Twitter
sepedi_130,Sepedi,ge le ka hlakana le bopapa mo strateng le ba betheng ka maswika please,neutral,True,1,14,Twitter
isixhosa_112,isiXhosa,when mshunqisi says ngempela ngempela ngempela ngempela ngempela,neutral,True,1,8,Twitter
setswana_045,Setswana,i hear you loud and clear ausi,positive,True,3,7,Twitter
isixhosa_074,isiXhosa,if une chance yotsweba umbane mtswebe anye,negative,True,1,7,Twitter
sesotho_083,Sesotho,yeah better that way re tlo etsang back2school,positive,True,3,9,Twitter
setswana_268,Setswana,rona re buiwa gole bosula hela always,negative,True,1,7,Twitter
sesotho_243,Sesotho,ntsoarele ausi oaka ha ke kolote ha ke koloteee e sa le a ntse a mema oo nkoatetse ke li shit fela empa serious le shap,negative,True,2,26,Twitter
isixhosa_294,isiXhosa,my birthday is this fridayguys ngicela ama present niyezwa,neutral,True,3,9,Twitter
setswana_275,Setswana,ga ke batle ba fofa ka nna have to keep it short,neutral,True,2,12,Twitter
sesotho_032,Sesotho,sometimes youll even think of standing in the middle of the street o memeze gore bathong tlheng tlang le re nyobeng,negative,True,2,21,Twitter
sesotho_110,Sesotho,true our people are afraid to walk through the shadows of darkness ba tshaba lefifi not knowing lesedi le le lekisa lefifi,positive,True,4,22,Twitter
sepedi_077,Sepedi,maele a batswadi ao boloke pelong ya gago apare boka pheta mo molaleng,positive,True,1,13,Twitter
